"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL598433";"";"None";"358.40";"0";"4.73";"43a";"COc1ccc(Oc2ccc(-c3cc4ccc(C(N)=O)cc4[nH]3)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL599053";"";"None";"364.40";"0";"4.99";"49";"NC(=O)c1ccc2nc(-c3ccc(Oc4ccc(F)cc4)cc3)sc2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL598621";"";"None";"369.81";"1";"6.02";"23b";"N#Cc1ccc(Oc2ccc(-c3cc4ccc(C#N)cc4[nH]3)cc2)c(Cl)c1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL4099044";"";"None";"2267.83";"None";"None";"8";"CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@H](Cc3c[nH]c4ccccc34)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4008432";"Inhibition of Bacillus anthracis lethal factor protease preincubated for 30 mins prior to addition of substrate containing fluorescent proteins CyPet and YPet measured every 2 mins for 3 hrs in presence of 0.1% BSA by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL4007405";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL446705";"";"None";"398.22";"0";"4.37";"28";"O=C(O)CN1C(=O)S/C(=C\c2ccc(-c3ccc(Cl)c(Cl)c3)o2)C1=O";"IC50";"'='";"5600.0";"nM";"5.25";"";"";"UO_0000065";"13.19";"0.29";"0.88";"5.98";"0";"CHEMBL864614";"Inhibitory activity against anthrax lethal factor metalloprotease";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1148588";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL213575";"";"None";"321.35";"0";"2.29";"7";"NC(CSCc1oc(-c2ccccc2)cc1C(=O)O)C(=O)O";"IC50";"'='";"4100.0";"nM";"5.39";"";"";"UO_0000065";"16.76";"0.33";"3.10";"4.74";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL213144";"";"None";"383.39";"0";"1.47";"15";"CC1=C(C#N)C(=O)NC(=O)/C1=C\c1ccc(-c2ccc(S(N)(=O)=O)cc2)o1";"IC50";"'='";"10800.0";"nM";"4.97";"";"";"UO_0000065";"12.95";"0.25";"3.50";"3.47";"0";"CHEMBL871509";"Inhibition of Anthrax lethal factor activity by HPLC assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL199584";"";"None";"422.51";"0";"3.11";"15";"COc1ccc(-c2cnc(/C=C3\SC(=S)N(CC(=O)O)C3=O)s2)cc1OC";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"12.55";"0.27";"2.19";"5.96";"0";"CHEMBL864614";"Inhibitory activity against anthrax lethal factor metalloprotease";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1148588";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL200013";"";"None";"396.90";"0";"3.75";"14";"O=C(O)CN1C(=O)/C(=C/c2ncc(-c3ccc(Cl)cc3)s2)SC1=S";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"12.60";"0.28";"1.25";"7.09";"0";"CHEMBL864614";"Inhibitory activity against anthrax lethal factor metalloprotease";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1148588";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL3099031";"";"None";"404.47";"1";"5.59";"18m, MBX1048";"Cc1cc(N)c2cc(NC(=O)c3ccc(-c4ccc5ncccc5c4)cc3)ccc2n1";"IC50";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"14.33";"0.26";"0.21";"7.16";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3634969";"";"None";"475.46";"0";"1.15";"5d";"Cc1cc(S(=O)(=O)N(CCCCCN)[C@H](C)C(=O)NO)ccc1F.O=C(O)C(F)(F)F";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"16.29";"0.33";"4.74";"5.22";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL403034";"";"None";"403.61";"1";"6.75";"5";"CCCCCCCC/C=C\CCCCCCCC(=O)NCc1ccc(O)c(O)c1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"11.95";"0.23";"-1.93";"6.93";"0";"CHEMBL934095";"Inhibition of Bacillus anthracis lethal factor by cell-based assay";"B";"BAO_0000219";"cell-based format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1144040";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"None";""
"CHEMBL3634974";"";"None";"437.49";"0";"1.86";"7b";"CC(=O)NCc1cccc(CN([C@H](C)C(=O)NO)S(=O)(=O)c2ccc(F)c(C)c2)c1";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"11.03";"0.22";"2.96";"4.17";"0";"CHEMBL3637360";"Inhibition of Bacillus anthracis Lethal factor after 5 mins by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3634968";"";"None";"411.93";"0";"1.54";"5c";"Cc1cc(S(=O)(=O)N(CCCCCCN)[C@H](C)C(=O)NO)ccc1F.Cl";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"15.87";"0.33";"4.42";"5.29";"0";"CHEMBL3637359";"Inhibition of Bacillus anthracis Lethal factor after 10 mins by mobility shift protease assay using 8 uM FITC as substrate";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3632585";"1";"Scientific Literature";"J Med Chem";"2015";"None";""
"CHEMBL3098997";"";"None";"404.47";"1";"5.59";"24c";"Cc1cc(N)c2cc(NC(=O)c3cccc(-c4cncc5ccccc45)c3)ccc2n1";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"11.57";"0.21";"-0.91";"5.78";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL562245";"";"None";"390.49";"0";"4.96";"49";"O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1ccc(F)cc1";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"12.28";"0.26";"-0.16";"8.12";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL550900";"";"None";"428.60";"1";"6.12";"59";"CC(C)(C)c1ccc(S(=O)(=O)Nc2sccc2-c2nc3ccccc3s2)cc1";"IC50";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"11.40";"0.24";"-1.23";"8.27";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL563808";"";"None";"440.49";"1";"5.84";"44";"O=S(=O)(Nc1sccc1-c1nc2ccccc2s1)c1cccc(C(F)(F)F)c1";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"10.89";"0.23";"-1.04";"8.12";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL564053";"";"None";"442.61";"1";"6.35";"96";"Cc1c(S(=O)(=O)Nc2sccc2-c2nc3ccccc3s2)sc2ccccc12";"IC50";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"11.30";"0.24";"-1.35";"8.47";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL559516";"";"None";"431.52";"1";"5.04";"17";"Cc1csc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c1-c1nc2ccccc2s1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"11.49";"0.24";"-0.08";"4.85";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL3216444";"";"None";"442.35";"0";"4.20";"5, NSC-240898";"Cl.Cl.N=C(N)c1ccc(Oc2ccc(-c3cc4ccc(C(=N)N)cc4[nH]3)cc2)cc1";"IC50";"'='";"35000.0";"nM";"4.46";"";"";"UO_0000065";"12.06";"0.22";"0.26";"3.57";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL552305";"";"None";"462.62";"1";"6.80";"35";"Cc1csc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c1-c1nc2ccccc2s1";"IC50";"'='";"17000.0";"nM";"4.77";"";"";"UO_0000065";"10.31";"0.21";"-2.03";"8.08";"0";"CHEMBL1024480";"Inhibition of Bacillus anthracis lethal factor assessed as cleavage of MAPKK by fluorescence peptide cleavage assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1151859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";""
"CHEMBL604498";"";"None";"481.56";"0";"3.05";"15";"OC1CN=C(c2ccc(Oc3ccc(-c4cc5ccc(C6=NCC(O)CN6)cc5[nH]4)cc3)cc2)NC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL597587";"";"None";"352.40";"0";"4.78";"11";"N#Cc1ccc(Oc2ccc(-c3cc4ccc(C(=N)N)cc4[nH]3)cc2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL354449";"";"None";"346.46";"0";"3.27";"46a";"c1cc(-c2cc3ccc(C4=NCCN4)cc3s2)ccc1C1=NCCN1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL603464";"";"None";"466.61";"1";"5.84";"25b";"c1cc(C2=NCCCN2)ccc1Oc1ccc(-c2cc3ccc(C4=NCCCN4)cc3s2)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL1163029";"";"None";"357.46";"0";"3.31";"44b";"c1cc(-c2cc3ccc(C4=NCCCN4)cc3[nH]2)ccc1C1=NCCCN1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1067452";"Inhibition of Bacillus anthracis anthrax lethal factor by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1157595";"1";"Scientific Literature";"J Med Chem";"2010";"None";""
"CHEMBL201674";"";"None";"318.37";"0";"1.33";"34";"Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C(C)(C)C)ccc1F";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"17.71";"0.37";"4.31";"5.90";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL204807";"";"None";"348.42";"0";"2.16";"24";"CC(C)[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO";"IC50";"'>'";"40000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL3099015";"";"None";"363.46";"0";"4.49";"18jj";"CCCOc1ccccc1CCC(=O)Nc1ccc2nc(C)cc(N)c2c1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3098977";"";"None";"368.44";"1";"5.44";"20b";"Cc1cc(N)c2cc(NC(=O)Nc3ccc(-c4ccccc4)cc3)ccc2n1";"IC50";"'='";"79000.0";"nM";"4.10";"";"";"UO_0000065";"11.13";"0.20";"-1.34";"5.13";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL204699";"";"None";"320.80";"0";"1.29";"20";"CC(C)[C@@H](NS(=O)(=O)Cc1cccc(Cl)c1)C(=O)NO";"IC50";"'='";"16600.0";"nM";"4.78";"";"";"UO_0000065";"14.90";"0.33";"3.49";"5.01";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL204070";"";"None";"304.34";"0";"0.94";"18";"Cc1ccc(S(=O)(=O)N[C@@H](C(=O)NO)C(C)C)cc1F";"IC50";"'='";"5180.0";"nM";"5.29";"";"";"UO_0000065";"17.37";"0.36";"4.35";"5.53";"0";"CHEMBL861854";"Inhibition of LF by FRET assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
"CHEMBL3098983";"";"None";"340.81";"0";"4.10";"20h";"Cc1cc(N)c2cc(NC(=O)NCc3ccccc3Cl)ccc2n1";"IC50";"'='";"61000.0";"nM";"4.21";"";"";"UO_0000065";"12.37";"0.24";"0.11";"5.27";"0";"CHEMBL3100684";"Inhibition of Bacillus anthracis lethal factor assessed as MCA-KKVYPYPME[dnp]K amide cleavage after 30 mins by fluorescence plate reader analysis";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL3098056";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL386364";"";"None";"413.44";"0";"3.86";"12";"N=C1S/C(=C\c2ccc(-c3ccc(O)c(C(=O)O)c3)o2)C(=O)N1c1nccs1";"IC50";"'='";"4800.0";"nM";"5.32";"";"";"UO_0000065";"12.86";"0.26";"1.46";"4.16";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL215449";"";"None";"549.26";"2";"5.45";"2";"O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4ccc(Br)cc4C(=O)O)o3)C2=O)c1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"10.50";"0.23";"0.32";"4.79";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL378575";"";"None";"236.25";"0";"0.44";"5";"O=C1NC(=S)N/C1=C\c1ccc(O)cc1O";"IC50";"'='";"3400.0";"nM";"5.47";"";"";"UO_0000065";"23.15";"0.47";"5.03";"6.70";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL211933";"";"None";"402.29";"0";"3.13";"11";"COc1ccc(/C=C2\SC(=S)N(CCC(=O)O)C2=O)cc1Br";"IC50";"'='";"4400.0";"nM";"5.36";"";"";"UO_0000065";"13.32";"0.33";"2.23";"8.01";"0";"CHEMBL871508";"Inhibition of Anthrax lethal factor activity by microplate assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1146035";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL276126";"";"None";"431.78";"0";"4.74";"17";"O=C(O)CN1C(=O)S/C(=C\c2ccc(-c3cc(C(F)(F)F)ccc3Cl)o2)C1=O";"IC50";"'='";"5888.44";"nM";"5.23";"";"";"UO_0000065";"12.11";"0.26";"0.49";"5.96";"0";"CHEMBL864614";"Inhibitory activity against anthrax lethal factor metalloprotease";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1148588";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL201404";"";"None";"408.78";"0";"3.63";"30";"O=C(O)CN1C(=O)S/C(=C\c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)C1=O";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"15.41";"0.32";"2.67";"4.81";"0";"CHEMBL864614";"Inhibitory activity against anthrax lethal factor metalloprotease";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1148588";"1";"Scientific Literature";"J Med Chem";"2006";"None";""
"CHEMBL439328";"";"None";"265.31";"0";"0.96";"3";"CC(=O)N(Cc1cccnc1)[C@@H](C(=O)NO)C(C)C";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL861855";"Inhibition of LF by MACK assay";"B";"BAO_0000357";"single protein format";"Bacillus anthracis";"None";"None";"None";"None";"";"";"";"CHEMBL4372";"Anthrax lethal factor";"Bacillus anthracis";"SINGLE PROTEIN";"CHEMBL1138106";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";""
